id,date,store_nbr,family,onpromotion,sales
3000971,2017-08-16,11,17,1.0,101.2663702707561
3000972,2017-08-16,11,18,105.0,940.080276258096
3000973,2017-08-16,11,19,21.0,101.2663702707561
3000974,2017-08-16,11,20,22.0,101.2663702707561
3000975,2017-08-16,11,21,20.0,101.2663702707561
3000976,2017-08-16,11,22,64.0,378.10268865097487
3000977,2017-08-16,11,23,6.0,101.2663702707561
3000978,2017-08-16,11,24,82.0,940.080276258096
3000979,2017-08-16,11,25,148.0,940.080276258096
3000980,2017-08-16,11,26,14.0,101.2663702707561
3000981,2017-08-16,11,27,17.0,101.2663702707561
3000982,2017-08-16,11,28,54.0,378.10268865097487
3000983,2017-08-16,11,29,10.0,101.2663702707561
3000984,2017-08-16,11,30,302.0,2900.0780844218434
3000985,2017-08-16,11,31,15.0,101.2663702707561
3000986,2017-08-16,11,32,8.0,101.2663702707561
3000987,2017-08-16,12,0,20.0,101.2663702707561
3000988,2017-08-16,12,1,1.0,101.2663702707561
3000989,2017-08-16,12,2,8.0,101.2663702707561
3000990,2017-08-16,12,3,560.0,9384.554230550824
3000991,2017-08-16,12,4,1.0,101.2663702707561
3000992,2017-08-16,12,5,131.0,940.080276258096
3000993,2017-08-16,12,6,29.0,378.10268865097487
3000994,2017-08-16,12,7,438.0,2900.0780844218434
3000995,2017-08-16,12,8,226.0,1617.3991464760827
3000996,2017-08-16,12,9,90.0,940.080276258096
3000997,2017-08-16,12,10,41.0,378.10268865097487
3000998,2017-08-16,12,11,54.0,378.10268865097487
3000999,2017-08-16,12,12,1277.0,10041.858970414207
3001000,2017-08-16,12,13,14.0,101.2663702707561
3001001,2017-08-16,12,14,4.0,101.2663702707561
3001002,2017-08-16,12,15,75.0,940.080276258096
3001003,2017-08-16,12,16,43.0,378.10268865097487
3001004,2017-08-16,12,17,1.0,101.2663702707561
3001005,2017-08-16,12,18,105.0,940.080276258096
3001006,2017-08-16,12,19,21.0,101.2663702707561
3001007,2017-08-16,12,20,22.0,101.2663702707561
3001008,2017-08-16,12,21,20.0,101.2663702707561
3001009,2017-08-16,12,22,64.0,378.10268865097487
3001010,2017-08-16,12,23,6.0,101.2663702707561
3001011,2017-08-16,12,24,82.0,940.080276258096
3001012,2017-08-16,12,25,148.0,940.080276258096
3001013,2017-08-16,12,26,14.0,101.2663702707561
3001014,2017-08-16,12,27,17.0,101.2663702707561
3001015,2017-08-16,12,28,54.0,378.10268865097487
3001016,2017-08-16,12,29,10.0,101.2663702707561
3001017,2017-08-16,12,30,302.0,2900.0780844218434
3001018,2017-08-16,12,31,15.0,101.2663702707561
3001019,2017-08-16,12,32,8.0,101.2663702707561
3001020,2017-08-16,13,0,20.0,101.2663702707561
3001021,2017-08-16,13,1,1.0,101.2663702707561
3001022,2017-08-16,13,2,8.0,101.2663702707561
3001023,2017-08-16,13,3,560.0,9384.554230550824
3001024,2017-08-16,13,4,1.0,101.2663702707561
3001025,2017-08-16,13,5,131.0,940.080276258096
3001026,2017-08-16,13,6,29.0,378.10268865097487
3001027,2017-08-16,13,7,438.0,2900.0780844218434
3001028,2017-08-16,13,8,226.0,1617.3991464760827
3001029,2017-08-16,13,9,90.0,940.080276258096
3001030,2017-08-16,13,10,41.0,378.10268865097487
3001031,2017-08-16,13,11,54.0,378.10268865097487
3001032,2017-08-16,13,12,1277.0,10041.858970414207
3001033,2017-08-16,13,13,14.0,101.2663702707561
3001034,2017-08-16,13,14,4.0,101.2663702707561
3001035,2017-08-16,13,15,75.0,940.080276258096
3001036,2017-08-16,13,16,43.0,378.10268865097487
3001037,2017-08-16,13,17,1.0,101.2663702707561
3001038,2017-08-16,13,18,105.0,940.080276258096
3001039,2017-08-16,13,19,21.0,101.2663702707561
3001040,2017-08-16,13,20,22.0,101.2663702707561
3001041,2017-08-16,13,21,20.0,101.2663702707561
3001042,2017-08-16,13,22,64.0,378.10268865097487
3001043,2017-08-16,13,23,6.0,101.2663702707561
3001044,2017-08-16,13,24,82.0,940.080276258096
3001045,2017-08-16,13,25,148.0,940.080276258096
3001046,2017-08-16,13,26,14.0,101.2663702707561
3001047,2017-08-16,13,27,17.0,101.2663702707561
3001048,2017-08-16,13,28,54.0,378.10268865097487
3001049,2017-08-16,13,29,10.0,101.2663702707561
3001050,2017-08-16,13,30,302.0,2900.0780844218434
3001051,2017-08-16,13,31,15.0,101.2663702707561
3001052,2017-08-16,13,32,8.0,101.2663702707561
3001053,2017-08-16,14,0,20.0,101.2663702707561
3001054,2017-08-16,14,1,1.0,101.2663702707561
3001055,2017-08-16,14,2,8.0,101.2663702707561
3001056,2017-08-16,14,3,560.0,9384.554230550824
3001057,2017-08-16,14,4,1.0,101.2663702707561
3001058,2017-08-16,14,5,131.0,940.080276258096
3001059,2017-08-16,14,6,29.0,378.10268865097487
3001060,2017-08-16,14,7,438.0,2900.0780844218434
3001061,2017-08-16,14,8,226.0,1617.3991464760827
3001062,2017-08-16,14,9,90.0,940.080276258096
3001063,2017-08-16,14,10,41.0,378.10268865097487
3001064,2017-08-16,14,11,54.0,378.10268865097487
3001065,2017-08-16,14,12,1277.0,10041.858970414207
3001066,2017-08-16,14,13,14.0,101.2663702707561
3001067,2017-08-16,14,14,4.0,101.2663702707561
3001068,2017-08-16,14,15,75.0,940.080276258096
3001069,2017-08-16,14,16,43.0,378.10268865097487
3001070,2017-08-16,14,17,1.0,101.2663702707561
3001071,2017-08-16,14,18,105.0,940.080276258096
3001072,2017-08-16,14,19,21.0,101.2663702707561
3001073,2017-08-16,14,20,22.0,101.2663702707561
3001074,2017-08-16,14,21,20.0,101.2663702707561
3001075,2017-08-16,14,22,64.0,378.10268865097487
3001076,2017-08-16,14,23,6.0,101.2663702707561
3001077,2017-08-16,14,24,82.0,940.080276258096
3001078,2017-08-16,14,25,148.0,940.080276258096
3001079,2017-08-16,14,26,14.0,101.2663702707561
3001080,2017-08-16,14,27,17.0,101.2663702707561
3001081,2017-08-16,14,28,54.0,378.10268865097487
3001082,2017-08-16,14,29,10.0,101.2663702707561
3001083,2017-08-16,14,30,302.0,2900.0780844218434
3001084,2017-08-16,14,31,15.0,101.2663702707561
3001085,2017-08-16,14,32,8.0,101.2663702707561
3001086,2017-08-16,15,0,20.0,101.2663702707561
3001087,2017-08-16,15,1,1.0,101.2663702707561
3001088,2017-08-16,15,2,8.0,101.2663702707561
3001089,2017-08-16,15,3,560.0,9384.554230550824
3001090,2017-08-16,15,4,1.0,101.2663702707561
3001091,2017-08-16,15,5,131.0,940.080276258096
3001092,2017-08-16,15,6,29.0,378.10268865097487
3001093,2017-08-16,15,7,438.0,2900.0780844218434
3001094,2017-08-16,15,8,226.0,1617.3991464760827
3001095,2017-08-16,15,9,90.0,940.080276258096
3001096,2017-08-16,15,10,41.0,378.10268865097487
3001097,2017-08-16,15,11,54.0,378.10268865097487
3001098,2017-08-16,15,12,1277.0,10041.858970414207
3001099,2017-08-16,15,13,14.0,101.2663702707561
3001100,2017-08-16,15,14,4.0,101.2663702707561
3001101,2017-08-16,15,15,75.0,940.080276258096
3001102,2017-08-16,15,16,43.0,378.10268865097487
3001103,2017-08-16,15,17,1.0,101.2663702707561
3001104,2017-08-16,15,18,105.0,940.080276258096
3001105,2017-08-16,15,19,21.0,101.2663702707561
3001106,2017-08-16,15,20,22.0,101.2663702707561
3001107,2017-08-16,15,21,20.0,101.2663702707561
3001108,2017-08-16,15,22,64.0,378.10268865097487
3001109,2017-08-16,15,23,6.0,101.2663702707561
3001110,2017-08-16,15,24,82.0,940.080276258096
3001111,2017-08-16,15,25,148.0,940.080276258096
3001112,2017-08-16,15,26,14.0,101.2663702707561
3001113,2017-08-16,15,27,17.0,101.2663702707561
3001114,2017-08-16,15,28,54.0,378.10268865097487
3001115,2017-08-16,15,29,10.0,101.2663702707561
3001116,2017-08-16,15,30,302.0,2900.0780844218434
3001117,2017-08-16,15,31,15.0,101.2663702707561
3001118,2017-08-16,15,32,8.0,101.2663702707561
3001119,2017-08-16,16,0,20.0,101.2663702707561
3001120,2017-08-16,16,1,1.0,101.2663702707561
3001121,2017-08-16,16,2,8.0,101.2663702707561
3001122,2017-08-16,16,3,560.0,9384.554230550824
3001123,2017-08-16,16,4,1.0,101.2663702707561
3001124,2017-08-16,16,5,131.0,940.080276258096
3001125,2017-08-16,16,6,29.0,378.10268865097487
3001126,2017-08-16,16,7,438.0,2900.0780844218434
3001127,2017-08-16,16,8,226.0,1617.3991464760827
3001128,2017-08-16,16,9,90.0,940.080276258096
3001129,2017-08-16,16,10,41.0,378.10268865097487
3001130,2017-08-16,16,11,54.0,378.10268865097487
3001131,2017-08-16,16,12,1277.0,10041.858970414207
3001132,2017-08-16,16,13,14.0,101.2663702707561
3001133,2017-08-16,16,14,4.0,101.2663702707561
3001134,2017-08-16,16,15,75.0,940.080276258096
3001135,2017-08-16,16,16,43.0,378.10268865097487
3001136,2017-08-16,16,17,1.0,101.2663702707561
3001137,2017-08-16,16,18,105.0,940.080276258096
3001138,2017-08-16,16,19,21.0,101.2663702707561
3001139,2017-08-16,16,20,22.0,101.2663702707561
3001140,2017-08-16,16,21,20.0,101.2663702707561
3001141,2017-08-16,16,22,64.0,378.10268865097487
3001142,2017-08-16,16,23,6.0,101.2663702707561
3001143,2017-08-16,16,24,82.0,940.080276258096
3001144,2017-08-16,16,25,148.0,940.080276258096
3001145,2017-08-16,16,26,14.0,101.2663702707561
3001146,2017-08-16,16,27,17.0,101.2663702707561
3001147,2017-08-16,16,28,54.0,378.10268865097487
3001148,2017-08-16,16,29,10.0,101.2663702707561
3001149,2017-08-16,16,30,302.0,2900.0780844218434
3001150,2017-08-16,16,31,15.0,101.2663702707561
3001151,2017-08-16,16,32,8.0,101.2663702707561
3001152,2017-08-16,17,0,20.0,101.2663702707561
3001153,2017-08-16,17,1,1.0,101.2663702707561
3001154,2017-08-16,17,2,8.0,101.2663702707561
3001155,2017-08-16,17,3,560.0,9384.554230550824
3001156,2017-08-16,17,4,1.0,101.2663702707561
3001157,2017-08-16,17,5,131.0,940.080276258096
3001158,2017-08-16,17,6,29.0,378.10268865097487
3001159,2017-08-16,17,7,438.0,2900.0780844218434
3001160,2017-08-16,17,8,226.0,1617.3991464760827
3001161,2017-08-16,17,9,90.0,940.080276258096
3001162,2017-08-16,17,10,41.0,378.10268865097487
3001163,2017-08-16,17,11,54.0,378.10268865097487
3001164,2017-08-16,17,12,1277.0,10041.858970414207
3001165,2017-08-16,17,13,14.0,101.2663702707561
3001166,2017-08-16,17,14,4.0,101.2663702707561
3001167,2017-08-16,17,15,75.0,940.080276258096
3001168,2017-08-16,17,16,43.0,378.10268865097487
3001169,2017-08-16,17,17,1.0,101.2663702707561
3001170,2017-08-16,17,18,105.0,940.080276258096
3001171,2017-08-16,17,19,21.0,101.2663702707561
3001172,2017-08-16,17,20,22.0,101.2663702707561
3001173,2017-08-16,17,21,20.0,101.2663702707561
3001174,2017-08-16,17,22,64.0,378.10268865097487
3001175,2017-08-16,17,23,6.0,101.2663702707561
3001176,2017-08-16,17,24,82.0,940.080276258096
3001177,2017-08-16,17,25,148.0,940.080276258096
3001178,2017-08-16,17,26,14.0,101.2663702707561
3001179,2017-08-16,17,27,17.0,101.2663702707561
3001180,2017-08-16,17,28,54.0,378.10268865097487
3001181,2017-08-16,17,29,10.0,101.2663702707561
3001182,2017-08-16,17,30,302.0,2900.0780844218434
3001183,2017-08-16,17,31,15.0,101.2663702707561
3001184,2017-08-16,17,32,8.0,101.2663702707561
3001185,2017-08-16,18,0,20.0,101.2663702707561
3001186,2017-08-16,18,1,1.0,101.2663702707561
3001187,2017-08-16,18,2,8.0,101.2663702707561
3001188,2017-08-16,18,3,560.0,9384.554230550824
3001189,2017-08-16,18,4,1.0,101.2663702707561
3001190,2017-08-16,18,5,131.0,940.080276258096
3001191,2017-08-16,18,6,29.0,378.10268865097487
3001192,2017-08-16,18,7,438.0,2900.0780844218434
3001193,2017-08-16,18,8,226.0,1617.3991464760827
3001194,2017-08-16,18,9,90.0,940.080276258096
3001195,2017-08-16,18,10,41.0,378.10268865097487
3001196,2017-08-16,18,11,54.0,378.10268865097487
3001197,2017-08-16,18,12,1277.0,10041.858970414207
3001198,2017-08-16,18,13,14.0,101.2663702707561
3001199,2017-08-16,18,14,4.0,101.2663702707561
3001200,2017-08-16,18,15,75.0,940.080276258096
3001201,2017-08-16,18,16,43.0,378.10268865097487
3001202,2017-08-16,18,17,1.0,101.2663702707561
3001203,2017-08-16,18,18,105.0,940.080276258096
3001204,2017-08-16,18,19,21.0,101.2663702707561
3001205,2017-08-16,18,20,22.0,101.2663702707561
3001206,2017-08-16,18,21,20.0,101.2663702707561
3001207,2017-08-16,18,22,64.0,378.10268865097487
3001208,2017-08-16,18,23,6.0,101.2663702707561
3001209,2017-08-16,18,24,82.0,940.080276258096
3001210,2017-08-16,18,25,148.0,940.080276258096
3001211,2017-08-16,18,26,14.0,101.2663702707561
3001212,2017-08-16,18,27,17.0,101.2663702707561
3001213,2017-08-16,18,28,54.0,378.10268865097487
3001214,2017-08-16,18,29,10.0,101.2663702707561
3001215,2017-08-16,18,30,302.0,2900.0780844218434
3001216,2017-08-16,18,31,15.0,101.2663702707561
3001217,2017-08-16,18,32,8.0,101.2663702707561
3001218,2017-08-16,19,0,20.0,101.2663702707561
3001219,2017-08-16,19,1,1.0,101.2663702707561
3001220,2017-08-16,19,2,8.0,101.2663702707561
3001221,2017-08-16,19,3,560.0,9384.554230550824
3001222,2017-08-16,19,4,1.0,101.2663702707561
3001223,2017-08-16,19,5,131.0,940.080276258096
3001224,2017-08-16,19,6,29.0,378.10268865097487
3001225,2017-08-16,19,7,438.0,2900.0780844218434
3001226,2017-08-16,19,8,226.0,1617.3991464760827
3001227,2017-08-16,19,9,90.0,940.080276258096
3001228,2017-08-16,19,10,41.0,378.10268865097487
3001229,2017-08-16,19,11,54.0,378.10268865097487
3001230,2017-08-16,19,12,1277.0,10041.858970414207
3001231,2017-08-16,19,13,14.0,101.2663702707561
3001232,2017-08-16,19,14,4.0,101.2663702707561
3001233,2017-08-16,19,15,75.0,940.080276258096
3001234,2017-08-16,19,16,43.0,378.10268865097487
3001235,2017-08-16,19,17,1.0,101.2663702707561
3001236,2017-08-16,19,18,105.0,940.080276258096
3001237,2017-08-16,19,19,21.0,101.2663702707561
3001238,2017-08-16,19,20,22.0,101.2663702707561
3001239,2017-08-16,19,21,20.0,101.2663702707561
3001240,2017-08-16,19,22,64.0,378.10268865097487
3001241,2017-08-16,19,23,6.0,101.2663702707561
3001242,2017-08-16,19,24,82.0,940.080276258096
3001243,2017-08-16,19,25,148.0,940.080276258096
3001244,2017-08-16,19,26,14.0,101.2663702707561
3001245,2017-08-16,19,27,17.0,101.2663702707561
3001246,2017-08-16,19,28,54.0,378.10268865097487
3001247,2017-08-16,19,29,10.0,101.2663702707561
3001248,2017-08-16,19,30,302.0,2900.0780844218434
3001249,2017-08-16,19,31,15.0,101.2663702707561
3001250,2017-08-16,19,32,8.0,101.2663702707561
3001251,2017-08-16,2,0,20.0,101.2663702707561
3001252,2017-08-16,2,1,1.0,101.2663702707561
3001253,2017-08-16,2,2,8.0,101.2663702707561
3001254,2017-08-16,2,3,560.0,9384.554230550824
3001255,2017-08-16,2,4,1.0,101.2663702707561
3001256,2017-08-16,2,5,131.0,940.080276258096
3001257,2017-08-16,2,6,29.0,378.10268865097487
3001258,2017-08-16,2,7,438.0,2900.0780844218434
3001259,2017-08-16,2,8,226.0,1617.3991464760827
3001260,2017-08-16,2,9,90.0,940.080276258096
3001261,2017-08-16,2,10,41.0,378.10268865097487
3001262,2017-08-16,2,11,54.0,378.10268865097487
3001263,2017-08-16,2,12,1277.0,10041.858970414207
3001264,2017-08-16,2,13,14.0,101.2663702707561
3001265,2017-08-16,2,14,4.0,101.2663702707561
3001266,2017-08-16,2,15,75.0,940.080276258096
3001267,2017-08-16,2,16,43.0,378.10268865097487
3001268,2017-08-16,2,17,1.0,101.2663702707561
3001269,2017-08-16,2,18,105.0,940.080276258096
3001270,2017-08-16,2,19,21.0,101.2663702707561
3001271,2017-08-16,2,20,22.0,101.2663702707561
3001272,2017-08-16,2,21,20.0,101.2663702707561
3001273,2017-08-16,2,22,64.0,378.10268865097487
3001274,2017-08-16,2,23,6.0,101.2663702707561
3001275,2017-08-16,2,24,82.0,940.080276258096
3001276,2017-08-16,2,25,148.0,940.080276258096
3001277,2017-08-16,2,26,14.0,101.2663702707561
3001278,2017-08-16,2,27,17.0,101.2663702707561
3001279,2017-08-16,2,28,54.0,378.10268865097487
3001280,2017-08-16,2,29,10.0,101.2663702707561
3001281,2017-08-16,2,30,302.0,2900.0780844218434
3001282,2017-08-16,2,31,15.0,101.2663702707561
3001283,2017-08-16,2,32,8.0,101.2663702707561
3001284,2017-08-16,20,0,20.0,101.2663702707561
3001285,2017-08-16,20,1,1.0,101.2663702707561
3001286,2017-08-16,20,2,8.0,101.2663702707561
3001287,2017-08-16,20,3,560.0,9384.554230550824
3001288,2017-08-16,20,4,1.0,101.2663702707561
3001289,2017-08-16,20,5,131.0,940.080276258096
3001290,2017-08-16,20,6,29.0,378.10268865097487
3001291,2017-08-16,20,7,438.0,2900.0780844218434
3001292,2017-08-16,20,8,226.0,1617.3991464760827
3001293,2017-08-16,20,9,90.0,940.080276258096
3001294,2017-08-16,20,10,41.0,378.10268865097487
3001295,2017-08-16,20,11,54.0,378.10268865097487
3001296,2017-08-16,20,12,1277.0,10041.858970414207
3001297,2017-08-16,20,13,14.0,101.2663702707561
3001298,2017-08-16,20,14,4.0,101.2663702707561
3001299,2017-08-16,20,15,75.0,940.080276258096
3001300,2017-08-16,20,16,43.0,378.10268865097487
3001301,2017-08-16,20,17,1.0,101.2663702707561
3001302,2017-08-16,20,18,105.0,940.080276258096
3001303,2017-08-16,20,19,21.0,101.2663702707561
3001304,2017-08-16,20,20,22.0,101.2663702707561
3001305,2017-08-16,20,21,20.0,101.2663702707561
3001306,2017-08-16,20,22,64.0,378.10268865097487
3001307,2017-08-16,20,23,6.0,101.2663702707561
3001308,2017-08-16,20,24,82.0,940.080276258096
3001309,2017-08-16,20,25,148.0,940.080276258096
3001310,2017-08-16,20,26,14.0,101.2663702707561
3001311,2017-08-16,20,27,17.0,101.2663702707561
3001312,2017-08-16,20,28,54.0,378.10268865097487
3001313,2017-08-16,20,29,10.0,101.2663702707561
3001314,2017-08-16,20,30,302.0,2900.0780844218434
3001315,2017-08-16,20,31,15.0,101.2663702707561
3001316,2017-08-16,20,32,8.0,101.2663702707561
3001317,2017-08-16,21,0,20.0,101.2663702707561
3001318,2017-08-16,21,1,1.0,101.2663702707561
3001319,2017-08-16,21,2,8.0,101.2663702707561
3001320,2017-08-16,21,3,560.0,9384.554230550824
3001321,2017-08-16,21,4,1.0,101.2663702707561
3001322,2017-08-16,21,5,131.0,940.080276258096
3001323,2017-08-16,21,6,29.0,378.10268865097487
3001324,2017-08-16,21,7,438.0,2900.0780844218434
3001325,2017-08-16,21,8,226.0,1617.3991464760827
3001326,2017-08-16,21,9,90.0,940.080276258096
3001327,2017-08-16,21,10,41.0,378.10268865097487
3001328,2017-08-16,21,11,54.0,378.10268865097487
3001329,2017-08-16,21,12,1277.0,10041.858970414207
3001330,2017-08-16,21,13,14.0,101.2663702707561
3001331,2017-08-16,21,14,4.0,101.2663702707561
3001332,2017-08-16,21,15,75.0,940.080276258096
3001333,2017-08-16,21,16,43.0,378.10268865097487
3001334,2017-08-16,21,17,1.0,101.2663702707561
3001335,2017-08-16,21,18,105.0,940.080276258096
3001336,2017-08-16,21,19,21.0,101.2663702707561
3001337,2017-08-16,21,20,22.0,101.2663702707561
3001338,2017-08-16,21,21,20.0,101.2663702707561
3001339,2017-08-16,21,22,64.0,378.10268865097487
3001340,2017-08-16,21,23,6.0,101.2663702707561
3001341,2017-08-16,21,24,82.0,940.080276258096
3001342,2017-08-16,21,25,148.0,940.080276258096
3001343,2017-08-16,21,26,14.0,101.2663702707561
3001344,2017-08-16,21,27,17.0,101.2663702707561
3001345,2017-08-16,21,28,54.0,378.10268865097487
3001346,2017-08-16,21,29,10.0,101.2663702707561
3001347,2017-08-16,21,30,302.0,2900.0780844218434
3001348,2017-08-16,21,31,15.0,101.2663702707561
3001349,2017-08-16,21,32,8.0,101.2663702707561
3001350,2017-08-16,22,0,20.0,101.2663702707561
3001351,2017-08-16,22,1,1.0,101.2663702707561
3001352,2017-08-16,22,2,8.0,101.2663702707561
3001353,2017-08-16,22,3,560.0,9384.554230550824
3001354,2017-08-16,22,4,1.0,101.2663702707561
3001355,2017-08-16,22,5,131.0,940.080276258096
3001356,2017-08-16,22,6,29.0,378.10268865097487
3001357,2017-08-16,22,7,438.0,2900.0780844218434
3001358,2017-08-16,22,8,226.0,1617.3991464760827
3001359,2017-08-16,22,9,90.0,940.080276258096
3001360,2017-08-16,22,10,41.0,378.10268865097487
3001361,2017-08-16,22,11,54.0,378.10268865097487
3001362,2017-08-16,22,12,1277.0,10041.858970414207
3001363,2017-08-16,22,13,14.0,101.2663702707561
3001364,2017-08-16,22,14,4.0,101.2663702707561
3001365,2017-08-16,22,15,75.0,940.080276258096
3001366,2017-08-16,22,16,43.0,378.10268865097487
3001367,2017-08-16,22,17,1.0,101.2663702707561
3001368,2017-08-16,22,18,105.0,940.080276258096
3001369,2017-08-16,22,19,21.0,101.2663702707561
3001370,2017-08-16,22,20,22.0,101.2663702707561
3001371,2017-08-16,22,21,20.0,101.2663702707561
3001372,2017-08-16,22,22,64.0,378.10268865097487
3001373,2017-08-16,22,23,6.0,101.2663702707561
3001374,2017-08-16,22,24,82.0,940.080276258096
3001375,2017-08-16,22,25,148.0,940.080276258096
3001376,2017-08-16,22,26,14.0,101.2663702707561
3001377,2017-08-16,22,27,17.0,101.2663702707561
3001378,2017-08-16,22,28,54.0,378.10268865097487
3001379,2017-08-16,22,29,10.0,101.2663702707561
3001380,2017-08-16,22,30,302.0,2900.0780844218434
3001381,2017-08-16,22,31,15.0,101.2663702707561
3001382,2017-08-16,22,32,8.0,101.2663702707561
3001383,2017-08-16,23,0,20.0,101.2663702707561
3001384,2017-08-16,23,1,1.0,101.2663702707561
3001385,2017-08-16,23,2,8.0,101.2663702707561
3001386,2017-08-16,23,3,560.0,9384.554230550824
3001387,2017-08-16,23,4,1.0,101.2663702707561
3001388,2017-08-16,23,5,131.0,940.080276258096
3001389,2017-08-16,23,6,29.0,378.10268865097487
3001390,2017-08-16,23,7,438.0,2900.0780844218434
3001391,2017-08-16,23,8,226.0,1617.3991464760827
3001392,2017-08-16,23,9,90.0,940.080276258096
3001393,2017-08-16,23,10,41.0,378.10268865097487
3001394,2017-08-16,23,11,54.0,378.10268865097487
3001395,2017-08-16,23,12,1277.0,10041.858970414207
3001396,2017-08-16,23,13,14.0,101.2663702707561
3001397,2017-08-16,23,14,4.0,101.2663702707561
3001398,2017-08-16,23,15,75.0,940.080276258096
3001399,2017-08-16,23,16,43.0,378.10268865097487
3001400,2017-08-16,23,17,1.0,101.2663702707561
3001401,2017-08-16,23,18,105.0,940.080276258096
3001402,2017-08-16,23,19,21.0,101.2663702707561
3001403,2017-08-16,23,20,22.0,101.2663702707561
3001404,2017-08-16,23,21,20.0,101.2663702707561
3001405,2017-08-16,23,22,64.0,378.10268865097487
